"arecai511motoma-mpls2.mpls-hiroshima.ocn.ad.jp","ASR 9010","3410110301","10.129.167.1","2期網","","BB2",\N,\N
"arecai511naniwa-mpls2.mpls-naniwa.ocn.ad.jp","ASR 9010","2711110501","10.129.163.1","2期網","","BB2",\N,\N
"aj5-s-63","AT7373","2711410201","10.129.226.214","1期網","evlan","gbe","gbe",\N
"arecai511sakae-mpls2.mpls-nagoya.ocn.ad.jp","ASR 9010","2310611301","10.129.159.1","2期網","","BB2",\N,\N
"arecai511sappo2-mpls2.mpls-sapporo.ocn.ad.jp","ASR 9010","0110111202","10.129.143.1","2期網","","BB2",\N,\N
"arecai511simoki-mpls2.mpls-maebashi.ocn.ad.jp","ASR 9010","1020110201","10.129.151.1","2期網","","BB2",\N,\N
"arecai511tenjmi-mpls2.mpls-fukuoka.ocn.ad.jp","ASR 9010","4013310701","10.129.171.1","2期網","","BB2",\N,\N
"arecai511yokoni-mpls2.mpls-yokohama.ocn.ad.jp","ASR 9010","1410300101","10.129.155.1","2期網","","BB2",\N,\N
"arecai511tutuji-mpls2.mpls-sendai.ocn.ad.jp","ASR 9010","0410210401","10.129.147.1","2期網","","BB2",\N,\N
"arecai512motoma-mpls2.mpls-hiroshima.ocn.ad.jp","ASR 9010","3410110301","10.129.167.2","2期網","","BB2",\N,\N
"arecai512naniwa-mpls2.mpls-naniwa.ocn.ad.jp","ASR 9010","2711110501","10.129.163.2","2期網","","BB2",\N,\N
"arecai512sappo2-mpls2.mpls-sapporo.ocn.ad.jp","ASR 9010","0110111202","10.129.143.2","2期網","","BB2",\N,\N
"arecai512sakae-mpls2.mpls-nagoya.ocn.ad.jp","ASR 9010","2310611301","10.129.159.2","2期網","","BB2",\N,\N
"arecai512simoki-mpls2.mpls-maebashi.ocn.ad.jp","ASR 9010","1020110201","10.129.151.2","2期網","","BB2",\N,\N
"arecai512tenjmi-mpls2.mpls-fukuoka.ocn.ad.jp","ASR 9010","4013310701","10.129.171.2","2期網","","BB2",\N,\N
"arecai512yokoni-mpls2.mpls-yokohama.ocn.ad.jp","ASR 9010","1410300101","10.129.155.2","2期網","","BB2",\N,\N
"arecai512tutuji-mpls2.mpls-sendai.ocn.ad.jp","ASR 9010","0410210401","10.129.147.2","2期網","","BB2",\N,\N
"ascai201motoma-mpls.mpls-hiroshima.ocn.ad.jp","ASR 9010","3410110301","172.16.31.87","1期網サブNW","","BB1",\N,\N
"ascai201naniwa-mpls.mpls-naniwa.ocn.ad.jp","ASR 9010","2711110501","172.16.219.117","1期網サブNW","","BB1",\N,\N
"ascai201sakae-mpls.mpls-nagoya.ocn.ad.jp","ASR 9010","2310611301","172.16.27.124","1期網サブNW","","BB1",\N,\N
"ascai201sekime-mpls.mpls-sekime.ocn.ad.jp","ASR 9010","2711810301","172.16.207.18","1期網サブNW","","BB1",\N,\N
"ascai201sappo2-mpls.mpls-sapporo.ocn.ad.jp","ASR 9010","0110111202","172.16.13.67","1期網サブNW","","BB1",\N,\N
"ascai201simoki-mpls.mpls-maebashi.ocn.ad.jp","ASR 9010","1020110201","172.16.183.14","1期網サブNW","","BB1",\N,\N
"ascai201tenjmi-mpls.mpls-fukuoka.ocn.ad.jp","ASR 9010","4013310701","172.16.35.100","1期網サブNW","","BB1",\N,\N
"ascai201tutuji-mpls.mpls-sendai.ocn.ad.jp","ASR 9010","0410210401","172.16.9.80","1期網サブNW","","BB1",\N,\N
"ascai201yokoni-mpls.mpls-yokohama.ocn.ad.jp","ASR 9010","1410300101","172.16.17.131","1期網サブNW","","BB1",\N,\N
"ascai202motoma-mpls.mpls-hiroshima.ocn.ad.jp","ASR 9010","3410110301","172.16.31.88","1期網サブNW","","BB1",\N,\N
"aj5-i-701","Apresia 6048G-PSR","2711410201","10.126.206.171","1期網","evlan","gbe","gbe",\N
"ascai202naniwa-mpls.mpls-naniwa.ocn.ad.jp","ASR 9010","2711110501","172.16.219.118","1期網サブNW","","BB1",\N,\N
"as8-g-01","Catalyst 6506","0520100102","10.129.211.5","1期網","gbe","gbe","gbe",\N
"aj5-i-79","Apresia 6048G-PSR","2711410201","10.126.189.218","1期網","evlan","gbe","gbe",\N
"ascai202sakae-mpls.mpls-nagoya.ocn.ad.jp","ASR 9010","2310611301","172.16.27.125","1期網サブNW","","BB1",\N,\N
"ascai202sappo2-mpls.mpls-sapporo.ocn.ad.jp","ASR 9010","0110111202","172.16.13.68","1期網サブNW","","BB1",\N,\N
"ascai202sekime-mpls.mpls-sekime.ocn.ad.jp","ASR 9010","2711810301","172.16.207.19","1期網サブNW","","BB1",\N,\N
"ascai202simoki-mpls.mpls-maebashi.ocn.ad.jp","ASR 9010","1020110201","172.16.183.15","1期網サブNW","","BB1",\N,\N
"ascai202tenjmi-mpls.mpls-fukuoka.ocn.ad.jp","ASR 9010","4013310701","172.16.35.101","1期網サブNW","","BB1",\N,\N
"ascai202tutuji-mpls.mpls-sendai.ocn.ad.jp","ASR 9010","0410210401","172.16.9.81","1期網サブNW","","BB1",\N,\N
"ascai202yokoni-mpls.mpls-yokohama.ocn.ad.jp","ASR 9010","1410300101","172.16.17.132","1期網サブNW","","BB1",\N,\N
"aj5-i-83","Catalyst 3550-48T","2711410201","10.129.233.120","1期網","evlan","gbe","gbe",\N
"aj5-i-86","Catalyst 3550-48T","2711410201","10.129.226.191","1期網","evlan","gbe","gbe",\N
"aj5-i-88","Apresia 6048G-PSR","2711410201","10.146.43.67","1期網","evlan","gbe","gbe",\N
"aj5-m-51","Catalyst 3550-48T","2711410201","10.129.226.187","NCC-STNet","evlan","mnet","NCC-STNet",\N
"ascai204karaga-mpls.mpls-karagasaki.ocn.ad.jp","ASR 9010","1311010501","172.16.186.8","1期網サブNW","","BB1",\N,\N
"ascai203karaga-mpls.mpls-karagasaki.ocn.ad.jp","ASR 9010","1311010501","172.16.186.7","1期網サブNW","","BB1",\N,\N
"ascai205karaga-mpls.mpls-karagasaki.ocn.ad.jp","ASR 9010","1311010501","172.16.186.17","1期網サブNW","","BB1",\N,\N
"aj5-m-57","Apresia 6148G-PSR","2711410201","10.126.206.202","NCC-STNet","evlan","mnet","NCC-STNet",\N
"aj5-m-73","Catalyst 3550-48T","2711410201","10.129.226.198","NCC-HTNet","evlan","mnet","NCC-HTNet",\N
"aj5-m-76","Apresia 6048G-PSR","2711410201","10.126.189.217","NCC-HTNet","evlan","mnet","NCC-HTNet",\N
"aj5-m-74","Catalyst 3550-48T","2711410201","10.129.226.199","NCC-HTNet","evlan","mnet","NCC-HTNet",\N
"ascai521karaga-mpls2.mpls-karagasaki.ocn.ad.jp","ASR 9010","1311010501","10.129.131.21","2期網","","BB2",\N,\N
"ascai522karaga-mpls2.mpls-karagasaki.ocn.ad.jp","ASR 9010","1311010501","10.129.131.22","2期網","","BB2",\N,\N
